,name,skills,category,country,rating,reviews,price
1162,Danielle LaRosa,"['adobe xd', 'User Research', 'Portfolio', 'Review', 'Wireframing', 'Prototyping', 'User Interviews', 'User Experience', 'UI Design', 'User Interface', 'Design', 'Interview', 'UX', 'UI']",,United States of America,,,
1163,Mark Rabey,"['Leadership', 'Front-end development', 'React', 'React Native', 'Typescript', 'Node.js', 'Engineering Management', 'Architecture', 'JavaScript', 'CSS', 'Coaching', 'app development', 'Product Management', 'Management', 'Engineering', 'Software Engineering']",,Canada,,,
1164,Souhail Mssassi,"['Blockchain', 'Security', 'pentest', 'Blockchain Security', 'solidity', 'ethical hacking', 'Web3', 'Cybersecurity', 'Cyber Security']",,Morocco,5.0,6.0,
1165,Uwe Weinreich,"['Entrepreneurship', 'Go To Market', 'Strategy', 'Business Strategy', 'Business Model', 'Startup', 'Lean Startup', 'Pricing', 'customer experience', 'Customer development', 'Design Thinking', 'SaaS', 'Platform', 'B2B', 'Positioning', 'value proposition', 'Negotiation', 'Innovation', 'Monetization', 'Pitch Deck', 'pitching', 'Leadership']",,Germany,,,
1166,Michael Gill,"['Team Leadership', 'Entrepreneurship', 'Career Development', 'Business & Management', 'Interviews', 'Team Building', 'Team Management', 'Personal development', 'personal growth', 'Career Coaching']",,United Kingdom,,,
1167,Temidayo Adefioye,"['Flutter', 'Android', 'iOS', 'Kotlin', 'JavaScript', 'Software Development', 'SOLID Principles', 'Software Life-Cycle', 'Design Patterns', 'Java', 'Computer Science', 'dart', 'Coding', 'Programming']",,Nigeria,,,
1168,Ilkin Mammadzada,"['Kubernetes', 'Scaling', 'Distributed Systems', 'Observability', 'Leadership', 'oop', 'Networking', 'Linux', 'Programming', 'Python', 'C#', 'Java', '.NET', 'Database', 'Troubleshooting', 'Performance Optimization', 'Shell', 'C++', 'SQL', 'Powershell', 'Azure Devops', 'Algorithms', 'CI/CD', 'Network Programming', 'Docker', 'Data Structures', 'System Design', 'AWS', 'Terraform', 'Ansible']",,United Kingdom,,,
1169,Navya Devadi,"['Product Management', 'Product Strategy', 'Product Development', 'Business Strategy', 'Management', 'Project Management', 'Jira', 'Strategy', 'Startup', 'Testing', 'Angel Investing']",,India,,,
1170,Maciej Filipczak,"['Networking', 'Security', 'Architecture', 'FortiGate', 'SRX', 'Palo Alto', 'Check Point', 'Design', 'Data Center', 'VPN', 'firewall', 'security policy', 'automation', 'troubleshooting', 'FortiManager', 'Management']",,Switzerland,,,
1171,Nathan Lara,"['Data Science', 'Business & Management', 'Resume', 'LinkedIn', 'Strategy & execution', 'Career', 'machine learning', 'Agile', 'Data Analytics', 'Interview', 'Interview', 'Consulting', 'Management', 'Product Development', 'Product Management', 'Leadership', 'Learning', 'Teaching', 'Engineering']",,Brazil,,,
1172,Ankita Kulkarni,"['Leadership', 'software Development', 'Technical', 'coaching', 'GraphQL', 'Frontend', 'Management', 'Next.js', 'React', 'React-Native', 'ReactJS', 'JavaScript', 'HTML', 'CSS', 'Engineering', 'Software Engineering', 'Engineering Management', 'Engineering Leadership', 'Engineer', 'Code review', 'Interview', 'Clean Code', 'Hiring', 'Growth', 'Career Growth', 'Career', 'Career Development', 'Interviews', 'Interview Preparation']",,Canada,5.0,4.0,
1173,JM Smith,"['PostgreSQL', 'Postgres', 'CI/CD', 'Automation', 'SQL', 'Database', 'databases', 'Terraform', 'Data Structures', 'AWS', 'DevOps']",,United States of America,,,
1174,Inês Ayer,"['UX Design', 'UI Design', 'Branding', 'Strategy', 'Product Design', 'Communication', 'Design Thinking', 'Graphic Design', 'Leadership', 'Development']",,United States of America,,,
1175,Oluwole Fagbohun,"['Machine Learning', 'Data Science', 'Data Analysis', 'Python', 'Interview Preparation', 'Startup', 'Artificial Intelligence', 'Natural Language Processing', 'Computer Vision']",,United Kingdom,,,
1176,Jia Ni,"['Engineering Leadership', 'Communication', 'Career Change', 'People Management', 'Team Leadership', 'Difficult Conversation', 'Give Feedback', 'Performance Management', 'Project Management', 'Leadership', 'Engineering', 'Coaching', 'Management', 'Software Engineering']",,United States of America,,,
1177,Jesus Lopez,"['Python', 'Machine Learning', 'Pandas', 'Data Science', 'Data Visualization', 'R', 'Data Analysis', 'Programming', 'Scikit-learn', 'Deep Learning', 'Leadership']",,United States of America,5.0,2.0,
1178,Nadim Sadek,"['Idea Origination', 'Business & Management', 'Team Leadership', 'Culture', 'Branding', 'Funding', 'SaaS', 'Start-up', 'Leadership', 'Management']",,United Kingdom,,,
1179,Natalie Luneva,"['SaaS', 'Growth', 'Marketing', 'metrics', 'business', 'SEO', 'Content Marketing', 'Content Strategy', 'Entrepreneurship', 'Product Strategy', 'Product Marketing', 'Digital Marketing', 'Growth Marketing']",,United States of America,,,
1180,Maxim Danilov,"['Python', 'Django', 'Vuejs']",,Austria,,,
1181,Scott Steeg,"['Software Engineering', 'Leadership', 'Engineering Management', 'Coaching', 'Career Growth', 'Ruby', 'API', 'Engineering', 'Management']",,Japan,,,
1182,Rukma Sen,"['Career', 'Interview', 'Resume Review', 'Interview Preparation', 'Marketing', 'Career Growth', 'Career Coaching', 'Digital Marketing', 'Resume', 'Business']",,United States of America,,,
1183,ILKE KARABOGALI,"['Startup', 'Product-Market Fit', 'Marketing', 'Growth Marketing', 'Business Strategy', 'Business Growth', 'Marketing Strategy', 'Entrepreneurship', 'Lean Startup', 'SaaS', 'Strategy', 'Growth', 'Bootstrapping']",,United States of America,,,
1184,Jon Cunningham,"['Business Development', 'Sales', 'Email Marketing', 'Strategy', 'systems', 'Automation', 'Technology']",,United Kingdom,,,
1185,Thomas Pinder,"['Machine Learning', 'Python', 'JAX', 'TensorFlow', 'Artificial Intelligence', 'AI']",,United Kingdom,,,
1186,Ari Ross,"['Agile', 'Lean', 'Scrum', 'Large Scale Scrum', 'Facilitation', 'Organization Design', 'Scaled Products', 'Kanban', 'LeSS', 'Project Management', 'Product Management', 'Startup', 'Career', 'Start up']",,United States of America,,,
1187,Auston Grover,"['Interview Preparation', 'Software Development', 'C#', 'Software Principles', 'Coding', 'Object Oriented Programming', '.NET', 'Software Engineering', 'Algorithms', 'Java', 'Interview', 'interviewing', 'MVP', 'Programming']",,United States of America,,,
1188,Alisa Reznik,"['Leadership', 'Team Management', 'Career Growth', 'Communication', 'Personal Branding', 'CV review', 'Career Change', 'Interview Preparation', 'Team Building', 'Career', 'Interview', 'Management']",,Germany,,,
1189,Kristen Leake,"['UX Research', 'Usability Testing', 'Qualitative Research', 'UX', 'User Interviews', 'Design Research', 'UX Interviews', 'Card Sorting', 'Stakeholder Presentations', 'UX Researcher']",,United States of America,5.0,3.0,
1190,Jose Platero,"['Product Management', 'Product Design', 'Product Delivery', 'Agile', 'UX Design', 'Career']",,Canada,5.0,6.0,
1191,Chelsie-Jean Fernandez,"['Product Management', 'Project Management', 'Agile', 'scrum', 'scrummaster', 'User Interface Design', 'User Experience Design', 'UX', 'responsive Web Design', 'leadership', 'eCommerce', 'Web Design', 'Product owner', 'Product manager', 'management', 'Team Management', 'roadmap', 'executive', 'manager', 'Small Business']",,United States of America,5.0,9.0,
1192,Adam Bailey,"['Career Growth', 'Resume', 'Interview', 'Management', 'Agile', 'Leadership', 'AWS', 'Cloud', 'Forensics', 'Penetration Testing', 'Vulnerability Management', 'Threat Intelligence', 'Darkweb', 'PCI', 'Cyber Security', 'Cybersecurity']",,United States of America,4.9,14.0,
1193,Takuya Kitazawa,"['Machine Learning', 'Product Management', 'Data Science', 'Software Engineering', 'Product Development', 'Data Analytics', 'Data Engineering', 'AI', 'Startup']",,Canada,5.0,2.0,
1194,Marc Fichtel,"['C#', 'Software Development', 'Mixed Reality', 'Game Development', 'Virtual Reality', 'Unity', 'VR', 'Coding', 'OOP', 'Clean Code', 'Interview']",,Canada,5.0,4.0,
1195,Andrea Hobby,"['SAS', 'Python', 'R', 'Postgresql', 'Healthcare', 'Data scientist', 'Machine Learning']",,United States of America,,,
1196,Ryan Yockey,"['Leadership', 'Software Engineering', 'Engineering Leadership', 'Engineering', 'SEO', 'Analytics', 'Business & Management', 'Product Strategy']",,United States of America,,,
1197,Michelle Fan,"['Product Design', 'UX Design', 'UI Design', 'Leadership', 'Career', 'Design', 'Interview', 'Hiring', 'Design Thinking', 'Management', 'Startup', 'Product', 'Growth', 'User Research', 'Design Sprints', 'Product Strategy', 'Portfolio', 'Interviews', 'UX Research', 'Agile', 'Product Management', 'Figma', 'User Experience', 'Portfolio Review', 'CV', 'Team Building', 'Strategy', 'Start up']",,United Kingdom,4.8,6.0,
1198,Anup Mutalik,"['Product Management', 'Product Strategy', 'Stakeholder Management', 'User Research', 'product vision', 'experimentation', 'Career Growth']",,United States of America,,,
1199,Crystal Campbell,"['Climate Design', 'Planet Centric Design', 'More than Human Design', 'Design Thinking', 'Leadership', 'Service Design', 'Storytelling', 'remote work', 'Design Strategy', 'Product Management', 'Design', 'UX Design', 'Management']",,Portugal,,,
1200,Swapnil Patil,"['Statistics', 'Analytics', 'Product Management', 'Product Design', 'Data Science', 'Machine Learning', 'SQL', 'Product Strategy', 'experimentation']",,India,5.0,3.0,
1201,Rosie Sherry,"['community', 'Growth', 'Marketing', 'founders', 'self funded', 'indie hacker', 'bootstrapping', 'community building']",,United Kingdom,,,
1202,Marion Nammack,"['Product Roadmap', 'Product Strategy', 'Leadership', 'Data Analysis', 'Management', 'Product Management', 'Innovation', 'Design Thinking', 'Strategic thinking', 'Decision Making']",,United States of America,,,
1203,Mic Heyns,"['Data Analytics', 'Presentations', 'Analytics', 'Business Analysis', 'Analysis', 'Storytelling', 'Business Intelligence', 'Soft Skills', 'Networking', 'Stakeholder Management', 'Data Science', 'Career', 'Growth', 'Leadership']",,South Africa,5.0,3.0,
1204,Adnan iMentor,"['Cloud Computing', 'Cloud Security', 'cyber Security', 'information Security', 'Career Development', 'cissp', 'Security+', 'Network+', 'AWS', 'GRC', 'compliance', 'iso27001', 'nist', 'auditing', 'Security engineer', 'cloud engineer', 'Cyber Security Training', 'how to become a Security analyst', 'cloud mentor', 'Cybersecurity', 'Career mentor', 'Tech mentor', 'mentorship', 'mentorship program', 'Career Growth', 'Career Coaching', 'Career', 'Interview', 'Coaching', 'Interviews']",,United States of America,4.2,6.0,
1205,Mike Poole,"['HTML', 'CSS', 'SASS', 'SQL', 'Typescript', 'JavaScript', 'Angular', 'Frontend', 'Node', '']",,United Kingdom,5.0,27.0,
1206,Javaneh Magyar,"['Product Management', 'Management', 'Cloud Computing', 'digital transformation', 'Agile Development', 'Program Management', 'Team Leadership', 'AWS', 'Leadership', 'Startup', 'Product Strategy']",,United States of America,,,
1207,Mark Thomas,"['JavaScript', 'React', 'Career', 'node', 'monGodb', 'NodeJS', 'Full Stack', 'Startup', 'Web Development', 'aws', 'Interview', 'Frontend', 'Product Strategy']",,United States of America,5.0,10.0,
1208,Marco Paciscopi,"['Product Management', 'Product Strategy', 'Product', 'Product Development', 'Stakeholder Management', 'Strategy', 'product vision', 'Product Design', 'Growth', 'Leadership']",,Luxembourg,,,
1209,Mladen Ruzicic,"['Frontend', 'JavaScript', 'Typescript', 'NodeJS', 'Express', 'React', 'React Native', 'Next.js', 'Firebase', 'HTML', 'CSS', 'Architecture', 'Code review', 'Git', 'SaaS']",,Switzerland,5.0,31.0,
1210,Oren Yehuda Cohen,"['iOS', 'Swift', 'Xcode', 'sprints', 'Jira', 'Mobile development', 'mobile apps']",,Israel,,,
1211,Jake Sta Teresa,"['React', 'Node', 'JavaScript', 'Redux', 'Typescript', 'AWS', 'C#', 'Java', 'Serverless', '.Net', 'Docker', 'Vue', 'HTML', 'DevOps', 'Backend', 'SpringBoot', 'Lambda', 'MySQL', 'Mongo', 'Scrum', 'Agile', 'Kanban', 'Product Development', 'Product Development', 'Web']",,Australia,5.0,72.0,
1212,Anji Beeravalli,"['Digital Marketing', 'Product Design', 'Product Strategy', 'User Experience', 'Frontend', 'Growth']",,India,,,
1213,Bohdan Drozdov,"['Growth', 'Marketing', 'growth strategy', 'Digital Marketing', 'Career Growth']",,Portugal,,,
1214,Moran Khoubian,"['Leadership', 'Partnerships', 'Marketing', 'Team Building', 'community', 'eCommerce', 'SaaS', 'brand', 'Go To Market', 'Team Leadership', 'Events', 'Marketing Strategy']",,Israel,,,
1215,Mark Nyon,"['Ruby', 'Ruby on Rails', 'JavaScript', 'Typescript', 'NodeJS', 'React', 'express', 'angular', 'Python', 'Node', 'Node.js', 'backend development', 'Go', 'ReactJS', 'Backend', 'Product Management']",,United States of America,,,
1216,Adam Levin,"['Backend', 'Python', 'backend development', 'Web Development']",,United States of America,,,
1217,Mike Wienick,"['entrepreneurship', 'people management', 'Human Resources', 'Digital Marketing', 'Sales', 'Operations']",,United States of America,5.0,2.0,
1218,Jascha Silbermann,"['Web Development', 'Python', 'PHP', 'JavaScript', 'CSS', 'Web Design', 'SEO', 'Strategy', 'Tailwind', 'Product Management', 'UX Design', 'Static Site Generators', 'Twig', 'Jamstack', 'Bioinformatics', 'Wikis']",,Germany,5.0,14.0,
1219,Dmytro Konstantynov,"['DevOps', 'digital transformation', 'Strategy', 'change management', 'Cloud Computing']",,Spain,,,
1220,Dr. Gabriel R. Burks,"['Strategy', 'Entrepreneurship', 'Career', 'Personal development', 'Communication', 'Research', 'Education', 'Leadership', 'Engineering', 'Product Management', 'Growth']",,United States of America,,,
1221,Hamza Hassene,"['unity', 'Game development', 'virtual reality', 'optimization', 'problem solving', 'Networking', 'Coding', 'C#']",,Morocco,,,
1222,Daniel Munn,"['NodeJS', 'Node.js', 'JavaScript', 'Web Development', 'Vuejs', 'React', 'Python', 'PHP']",,United States of America,,,
1223,Mercedes María di Paola,"['UX Design', 'UX Research', 'UX & Design', 'UX Strategy', 'Product Design', 'UI Design', 'Career Coaching', 'Career Growth']",,Spain,,,
1224,Alexander Olivier von Stauffenberg,"['webflow', 'UX Design', 'UI Design', 'Team Leadership', 'Web Development', 'Web Design', 'User Experience', 'UX Research']",,Romania,,,
1225,Ian Lowther,"['Marketing', 'Digital Marketing', 'Product Marketing', 'Content Marketing', 'Growth Marketing', 'Marketing Strategy', 'Startup', 'Social media marketing', 'Design', 'Business Strategy']",,United Kingdom,,,
1226,Vipul Asri,"['Android', 'Kotlin', 'Jetpack Compose', 'Firebase', 'System Design', 'Software Engineering', 'Android development']",,Canada,5.0,9.0,
1227,Prashant Garje,"['technical leadership', 'Mock Interviews', 'Software Engineering', 'Program Management', 'Product Management', 'FAANG', 'Interview', 'Career', 'Project Management', 'Career Growth', 'Startup', 'Interviews', 'Mentorship', 'Engineering', 'Software Architecture', 'Technical Interviews', 'System Design', 'Software Development', 'Interview Preparation', 'mock interview', 'Business Development', 'Career Coaching', 'Career Development', 'Career Change', 'Career Transition', 'Career coach', 'career advice', 'Product Development', 'Product Strategy', 'Coaching', 'Agile', 'Architecture', 'Product Design', 'Data Science', 'software engineer', 'Data Structures', 'Marketing', 'UX Design', 'Algorithms', 'Design Thinking', 'Management', 'Leadership', 'Growth', 'Design']",,India,,,
1228,Catherine Achieng,"['UX', 'User Experience', 'Product Design', 'UX Research', 'UI Design', 'Design Strategy', 'Design Challenges', 'UX Interviews', 'Design Thinking', 'UX Design', 'Design']",,United Kingdom,4.7,7.0,
1229,Brian Childress,"['JavaScript', 'Software Architecture', 'Security', 'Software Engineering', 'Architecture', 'Cybersecurity']",,United States of America,,,
1230,Peter Teichner,"['Jenkins', 'DevOps', 'Architecture', 'gitlab', 'Sonar', 'integration', 'AWS', 'Azure', 'Terraform', 'Ansible', 'Management', 'Software Engineering', 'continuous delivery', 'CI/CD']",,United Kingdom,,,
1231,Jim Rome,"['Product Management', 'Product', 'Product Strategy', 'Strategy', 'User Research', 'user centered design', 'Agile Development', 'Product Market Fit', 'Growth', 'UX Design', 'Product Design']",,United States of America,,,
1232,Alana O'Kirwan,"['Product Management', 'Product Strategy', 'Team Leadership', 'Project Management', 'UX Research', 'UX Strategy', 'Jira', 'Roadmap', 'prioritization', 'Leadership', 'Stakeholder Management', 'Management', 'Strategy', 'UX Design', 'Startup']",,United Kingdom,,,
1233,Magali Pelissier,"['Product Management', 'user Research', 'Product Marketing', 'presentation', 'competitive Analysis', 'requirements', 'Agile', 'Strategy', 'Analytics', 'roadmap']",,United Kingdom,,,
